Car_Image,Name_and_model,Model_type,In_Game_Price,car_source,stock_specs,Stock_Rating,Drive_Type,speed,handling,acceleration,launch,braking,Offroad,Top_Speed,0-60_Mph,0-100_Mph,g-force,car_source_1,car_source_2,Horse_Power,Weight_lbs,Country,Engine,Engine_placement,Transmission,Weight_ratio,Bhp,Torque,Rarity
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_011.jpg?v=1,2013 Ariel Atom 500 V8,EXTREME TRACK TOYS,"200,000",Autoshow,S2,924,RWD,6.3,8.8,7.8,8.5,7.2,3.9,176.8 Mph,3.1s,5.7s,1.32 g,Wheelspin,info_not_found,475,"1,433",United Kingdom,3.0L Naturally-Aspirated V8,Mid-Engined,6-speed Transmission, 36%/64%,475 bhp (354 kW), 268 lb⋅ft (363 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_012.jpg?v=1,2016 Ariel Nomad,UNLIMITED BUGGIES,"93,000",Autoshow,A,711,RWD,5.2,4.7,6.5,7.2,4.2,8.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,236,"1,477",United Kingdom,2.4L Naturally-Aspirated I4,Rear-Engined,6-speed Transmission, 38%/62%,236 bhp (176 kW), 221 lb⋅ft (300 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_013.jpg?v=1,1964 Aston Martin DB5,RARE CLASSICS,"800,000",Autoshow,C,548,RWD,5.4,4,4,3.4,2.7,5.4,151.3 Mph,8.1s,19.0s,0.79 g,Wheelspin,info_not_found,325,"3,230",United Kingdom,4.0L Naturally-Aspirated I6,Front-Engined,5-speed Transmission, 51%/49%,325 bhp (242 kW), 288 lb⋅ft (390 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_014.jpg?v=1,2013 Aston Martin V12 Vantage S,SUPER GT,"240,000",Autoshow,A,796,RWD,7.8,6.2,5.4,5.7,6.4,4.4,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,565,"3,671",United Kingdom,5.9L Naturally-Aspirated V12,Front-Engined,7-speed Transmission, 52%/48%,565 bhp (421 kW), 457 lb⋅ft (620 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_015.jpg?v=1,2016 Aston Martin Vantage GT12,TRACK TOYS,"400,000",Accolade,S1,829,RWD,6.7,8,5.9,6.1,8.1,4.4,183.0 Mph,3.7s,8.0s,1.16 g,info_not_found,info_not_found,593,"3,450",United Kingdom,5.9L Naturally-Aspirated V12,Front-Engined,7-speed Transmission, 51%/49%,593 bhp (442 kW), 461 lb⋅ft (625 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_016.jpg?v=1,2017 Aston Martin DB11,SUPER GT,"300,000",Autoshow,A,787,RWD,7.3,6.5,5.7,6.1,6.1,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,608,"4,134",United Kingdom,5.2L Twin-Turbocharged V12,Front-Engined,8-speed Transmission, 51%/49%,608 bhp (453 kW), 516 lb⋅ft (700 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_017.jpg?v=1,2017 Aston Martin Vulcan AMR Pro,EXTREME TRACK TOYS,"2,000,000",Autoshow,S2,953,RWD,7.7,9.6,6.5,7,10,3.2,211.0 Mph,3.0s,5.7s,1.73 g,Wheelspin,Accolade,820,"2,998",United Kingdom,7.0L Naturally-Aspirated V12,Front-Engined,6-speed Transmission, 54%/46%,820 bhp (611 kW), 590 lb⋅ft (800 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_019.jpg?v=1,2019 Aston Martin DBS Superleggera,SUPER GT,"350,000",Autoshow,S1,835,RWD,7.8,6.6,5.8,6.2,6.9,4.5,215.4 Mph,3.4s,6.4s,1.09 g,Wheelspin,info_not_found,715,"3,966",United Kingdom,5.2L Twin-Turbocharged V12,Front-Engined,8-speed Transmission, 51%/49%,715 bhp (533 kW), 663 lb⋅ft (899 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_020.jpg?v=1,2019 Aston Martin Valhalla Concept Car,HYPERCARS,"1,150,000",Autoshow,S2,959,AWD,8.5,9.2,10,10,9.4,4.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,"1,042","3,097",United Kingdom,3.0L Twin-Turbocharged V6,Mid-Engined,8-speed Transmission, 41%/59%,1042 bhp (777 kW), 995 lb⋅ft (1349 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_018.jpg?v=1,2019 Aston Martin Vantage,GT CARS,"430,000",Autoshow,S1,801,RWD,7,6.7,6,6.4,6.1,4.6,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Festival Playlist,503,"3,497",United Kingdom,4.0L Twin-Turbocharged V8,Front-Engined,8-speed Transmission, 50%/50%,503 bhp (375 kW), 505 lb⋅ft (685 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_021.jpg?v=1,1983 Audi Sport quattro,RETRO RALLY,"175,000",Autoshow,B,638,AWD,5.7,5,5.5,2.9,4,5.7,157.7 Mph,4.5s,12.5s,0.91 g,Accolade,info_not_found,306,"2,807",Germany,2.1L Turbocharged I5,Front-Engined,5-speed Transmission, 55%/45%,306 bhp (228 kW), 258 lb⋅ft (350 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_022.jpg?v=1,1995 Audi Avant RS2,RETRO SALOONS,"50,000",Autoshow,B,601,AWD,6,5.1,5,5.3,3.2,5.2,165.2 Mph,4.8s,13.1s,0.87 g,Wheelspin,info_not_found,311,"3,517",Germany,2.2L Turbocharged I5,Front-Engined,6-speed Transmission, 58%/42%,331 bhp (232 kW), 302 lb⋅ft (409 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_023.jpg?v=1,2001 Audi RS 4 Avant,RETRO SALOONS,"94,000",Autoshow,B,663,AWD,6.4,5.8,5.5,4.7,3.6,5.2,175.5 Mph,4.5s,11.6s,0.92 g,Wheelspin,info_not_found,375,"3,571",Germany,2.7L Twin-Turbocharged V6,Front-Engined,6-speed Transmission, 55%/45%,375 bhp (280 kW), 324 lb⋅ft (439 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_024.jpg?v=1,2003 Audi RS 6,RETRO SALOONS,"105,000",Autoshow,B,677,AWD,6.8,5.7,5.1,5,4.1,5.4,187.6 Mph,4.4s,10.7s,0.90 g,Wheelspin,info_not_found,450,"4,024",Germany,4.2L Naturally-Aspirated V8,Front-Engined,6-speed Transmission, 59%/41%,450 bhp (336 kW), 415 lb⋅ft (563 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_025.jpg?v=1,2006 Audi RS 4,SUPER SALOONS,"53,000",Autoshow,A,710,AWD,6.9,6.1,6,5.5,4.4,5.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,420,"3,638",Germany,4.2L Naturally-Aspirated V8,Front-Engined,6-speed Transmission, 58%/42%,420 bhp (313 kW), 317 lb⋅ft (430 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_026.jpg?v=1,2009 Audi RS 6,SUPER SALOONS,"155,000",Autoshow,A,722,AWD,7.5,6,6.1,6.7,5.8,5.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,570,"4,376",Germany,5.0L Twin-Turbocharged V10,Front-Engined,6-speed Transmission, 59%/41%,570 bhp (425 kW), 478 lb⋅ft (648 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_027.jpg?v=1,2010 Audi TT RS Coupé,MODERN SPORTS CARS,"66,000",Autoshow,A,707,AWD,6.6,6.1,5.8,7,4.4,5.4,181.1 Mph,4.4s,11.1s,0.96 g,Wheelspin,info_not_found,335,"3,294",Germany,2.5L Turbocharged I5,Front-Engined,6-speed Transmission, 60%/40%,335bhp (250 kW), 332 lb⋅ft (450 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_028.jpg?v=1,2011 Audi RS 3 Sportback,SUPER HOT HATCH,"42,000",Autoshow,B,682,AWD,6,6.1,5.2,6.5,4.1,5.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,335,"3,472",Germany,2.5L Turbocharged I5,Front-Engined,7-speed Transmission, 60%/40%,335 bhp (250 kW), 332 lb⋅ft (450 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_029.jpg?v=1,2011 Audi RS 5 Coupé,SUPER SALOONS,"88,000",Autoshow,A,733,AWD,6.8,6.2,5.8,5.7,5.9,5.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,442,"3,830",Germany,4.2L Naturally-Aspirated V8,Front-Engined,7-speed Transmission, 57%/43%,442 bhp (330kW), 317 lb⋅ft (430 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_032.jpg?v=1,2013 Audi R8 Coupé V10 plus 5.2 FSI quattro,MODERN SUPERCARS,"290,000",Wheelspin,S1,802,AWD,7.3,7,7.1,6.6,6.9,5,info_not_found,info_not_found,info_not_found,info_not_found,Season Event,Festival Playlist,542,"3,682",Germany,5.2L Naturally-Aspirated V10,Mid-Engined,7-speed Transmission, 44%/56%,542 bhp (404 kW), 398 lb⋅ft (540 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_030.jpg?v=1,2013 Audi RS 4 Avant,SUPER SALOONS,"83,000",Autoshow,A,728,AWD,7,6.2,5.5,5.2,5.2,5.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,444,"3,957",Germany,4.2L Naturally-Aspirated V8,Front-Engined,7-speed Transmission, 53%/47%,444 bhp (331 kW), 331 lb⋅ft (449 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_031.jpg?v=1,2013 Audi RS 7 Sportback,SUPER SALOONS,"225,000",Autoshow,A,739,AWD,7.6,5.9,7,8.2,5.6,5.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,552,"4,310",Germany,4.0L Twin-Turbocharged V8,Front-Engined,8-speed Transmission, 60%/40%,552 bhp (412 kW), 553 lb⋅ft (750 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_033.jpg?v=1,2015 Audi RS 6 Avant,SUPER SALOONS,"150,000",Autoshow,A,754,AWD,7.4,6,7.5,8.3,5.3,5.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Accolade,552,"4,266",Germany,4.0L Twin-Turbocharged V8,Front-Engined,8-speed Transmission, 53%/47%,552 bhp (412 kW), 516 lb⋅ft (700 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_035.jpg?v=1,2015 Audi S1,HOT HATCH,"35,000",Autoshow,B,644,AWD,5.6,5.9,5.2,4.4,3.7,5.6,154.5 Mph,5.8s,14.0s,0.92 g,Wheelspin,info_not_found,228,"2,899",Germany,2.0L Turbocharged I4,Front-Engined,6-speed Transmission, 60%/40%,228 bhp (170 kW), 273 lb⋅ft (370 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_034.jpg?v=2,2015 Audi TTS Coupé,MODERN SPORTS CARS,"52,000",Autoshow,A,724,AWD,6.7,6.3,5.8,6.4,4,5.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,310,"3,053",Germany,2.0L Turbocharged I5,Front-Engined,7-speed Transmission, 57%/43%,310 bhp (231 kW), 280 lb⋅ft (380 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_036.jpg?v=1,2016 Audi R8 V10 plus,MODERN SUPERCARS,"242,000",Autoshow,S1,834,AWD,7.8,7.1,7.8,7.4,7.3,5.1,215.9 Mph,2.7s,6.1s,1.11 g,Wheelspin,info_not_found,610,"3,428",Germany,5.2L Naturally-Aspirated V10,Mid-Engined,7-speed Transmission, 44%/56%,602 bhp (449 kW), 413 lb⋅ft (560 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_549.jpg?v=1,2018 Audi TT RS,MODERN SPORTS CARS,0,Autoshow,A,748,AWD,6.8,6.3,6.7,8.1,4.7,5.2,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,400,"3,307",Germany,2.5L Turbocharged I5 (LEV3-ULEV125),Front-Engined,7-speed Transmission, 61%/39%,400 bhp (298 kW), 354 lb⋅ft (480 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_037.jpg?v=1,1958 Austin-Healey Sprite MkI,CLASSIC SPORTS CARS,"20,000",Autoshow,D,131,RWD,3.1,3.7,1.9,2.5,1.8,4.9,89.1 Mph,20.9s,??s,0.74 g,Wheelspin,info_not_found,45,"1,463",United Kingdom,0.9L Naturally-Aspirated I4,Front-Engined,4-speed Transmission, 54%/46%,45 bhp (34 kW), 52 lb⋅ft (71 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_038.jpg?v=1,1939 Auto Union Type D,VINTAGE RACERS,"15,000,000",Autoshow,B,675,RWD,8.4,4.2,4.5,3.4,2.7,4.2,228.1 Mph,3.8s,8.5s,0.84 g,Wheelspin,Accolade,485,"2,816",Germany,3.0L Twin-Screw Supercharged V12,Mid-Engined,5-speed Transmission, 42%/58%,485 bhp (362 kW), 413 lb⋅ft (560 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_039.jpg?v=1,2014 BAC Mono,TRACK TOYS,"160,000",Wheelspin,S1,868,RWD,6.1,8.1,6.3,6.7,8.1,3.9,171.9 Mph,2.8s,6.7s,1.29 g,Accolade,info_not_found,280,"1,354",United Kingdom,2.3L Naturally-Aspirated I4 Duratec,Mid-Engined,6-speed Transmission, 48%/52%,280 bhp (209 kW), 206 lb⋅ft (280 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_041.jpg?v=1,1930 Bentley 8 Litre,RARE CLASSICS,"1,500,000",Autoshow,D,181,RWD,3.7,3.5,2.4,1.8,1.8,5.7,103.1 Mph,16.0s,50.0s,0.63 g,Wheelspin,info_not_found,220,"5,600",United Kingdom,8.0L Naturally-Aspirated I6,Front-Engined,4-speed Transmission, 59%/41%,220 bhp (164 kW), 383 lb⋅ft (519 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_040.jpg?v=1,1930 Bentley Blower 4-1/2 Litre Supercharged,VINTAGE RACERS,"4,000,000",Autoshow,D,207,RWD,3.7,3.3,2.1,2.3,1.9,5.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,175,"4,395",United Kingdom,4.4L Supercharged I4,Front-Engined,4-speed Transmission, 56%/44%,175 bhp (130 kW), 310 lb⋅ft (420 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_042.jpg?v=1,2016 Bentley Bentayga,SPORTS UTILITY HEROES,"180,000",Autoshow,A,727,AWD,7,5,6.2,7.4,4,6.5,192.6 Mph,4.4s,10.1s,0.92 g,Wheelspin,info_not_found,599,"5,340",United Kingdom,6.0L Twin-Turbocharged W12,Front-Engined,8-speed Transmission, 57%/43%,599 bhp (447 kW), 663 lb⋅ft (899 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_043.jpg?v=1,2017 Bentley Continental Supersports,GT CARS,"200,000",Autoshow,A,769,AWD,7.6,6.1,8,9.1,5.8,4.9,210.1 Mph,3.5s,7.9s,0.92 g,Wheelspin,info_not_found,700,"5,029",United Kingdom,6.0L Twin-Turbocharged W12,Front-Engined,8-speed Transmission, 58%/42%,700 bhp (522 kW), 750 lb⋅ft (1017 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_044.jpg?v=1,1957 BMW Isetta 300 Export,CULT CARS,"45,000",Autoshow,D,100,RWD,1.8,3.4,1.2,2.7,2.4,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,13,920,Germany,0.3L Naturally-Aspirated I1,Rear-Engined,4-speed Transmission, 40%/60%,13 bhp (10 kW), 14 lb⋅ft (19 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_516.jpg?v=1,1973 BMW 2002 TURBO,CLASSIC SPORTS CARS,"26,000",Barn,C,531,RWD,4.9,4.3,3.8,1.5,2.8,5.6,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,info_not_found,168,"2,381",Germany,2.0L Turbocharged I4,Front-Engined,4-speed Transmission, 54%/46%,168 bhp (125 kW), 181 lb⋅ft (245 N·m),Legendary
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_045.jpg?v=3,1981 BMW M1,RETRO SUPERCARS,"585,000",Autoshow,B,629,RWD,5.9,5,4.4,3.1,3.2,4.7,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,277,"2,866",Germany,3.4L Naturally-Aspirated I6,Mid-Engined,5-speed Transmission, 44%/56%,277 bhp (207 kW), 243 lb⋅ft (329 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_046.jpg?v=1,1988 BMW M5,RETRO SALOONS,"54,000",Autoshow,C,583,RWD,5.8,4.4,4.3,3.9,3.1,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,282,"3,230",Germany,3.5L Naturally-Aspirated I6,Front-Engined,5-speed Transmission, 52%/48%,282 bhp (210 kW), 251 lb⋅ft (340 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_047.jpg?v=2,1991 BMW M3,RETRO SALOONS,"70,000",Autoshow,C,583,RWD,5.6,4.7,4.3,3.4,3.1,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,215,"2,762",Germany,2.3L Naturally-Aspirated I4,Front-Engined,5-speed Transmission, 51%/49%,214 bhp (160 kW), 180 lb⋅ft (224 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_048.jpg?v=1,1995 BMW M5,RETRO SALOONS,"25,000",Autoshow,B,634,RWD,6.7,5.2,4.6,4.2,3.6,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,Accolade,342,"3,772",Germany,3.8L Naturally-Aspirated I6,Front-Engined,6-speed Transmission, 50%/50%,342 bhp (255 kW), 342 lb⋅ft (301 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_049.jpg?v=1,1997 BMW M3,RETRO SALOONS,"35,000",Autoshow,B,665,RWD,6.5,4.9,4.9,5.2,3.6,5.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,321,"3,219",Germany,3.2L Naturally-Aspirated I6,Front-Engined,6-speed Transmission, 50%/50%,321 bhp (239 kW), 258 lb⋅ft (350 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_050.jpg?v=1,2002 BMW M3-GTR,TRACK TOYS,"180,000",Autoshow,A,747,RWD,6.7,6.5,5.4,5.7,4.9,4.7,181.6 Mph,4.0s,9.4s,0.99 g,Wheelspin,info_not_found,375,"3,096",Germany,4.0L Naturally-Aspirated V8,Front-Engined,6-speed Transmission, 50%/50%,380 bhp (283 kW), 288 lb⋅ft (390 N·m),Epic
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_051.jpg?v=1,2002 BMW Z3 M Coupe,RETRO SPORTS CARS,"30,000",Autoshow,B,675,RWD,6.1,5.3,4.9,5,3.7,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,315,"3,170",Germany,3.2L Naturally-Aspirated I6,Front-Engined,5-speed Transmission, 50%/50%,315 bhp (235 kW), 251 lb⋅ft (340 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_052.jpg?v=1,2003 BMW M5,RETRO SALOONS,"30,000",Autoshow,B,694,RWD,7.1,5.5,5,5.2,3.8,5.1,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,394,"3,900",Germany,5.0L Naturally-Aspirated V8,Front-Engined,6-speed Transmission, 53%/47%,394 bhp (294 kW), 368 lb⋅ft (499 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_053.jpg?v=1,2005 BMW M3,RETRO SALOONS,"33,000",Autoshow,B,675,RWD,6.4,5.3,5,5,3.8,5,176.0 Mph,4.7s,11.6s,0.92 g,Wheelspin,info_not_found,333,"3,415",Germany,3.2L Naturally-Aspirated I6,Front-Engined,6-speed Transmission, 50%/50%,333 bhp (248 kW), 262 lb⋅ft (355 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_054.jpg?v=1,2008 BMW M3,SUPER SALOONS,"48,000",Autoshow,A,725,RWD,6.8,5.8,5,5.3,4.5,4.5,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,414,"3,649",Germany,4.0L Naturally-Aspirated V8,Front-Engined,6-speed Transmission, 52%/48%,414 bhp (309 kW), 295 lb⋅ft (400 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_055.jpg?v=1,2008 BMW Z4 M Coupe,MODERN SPORTS CARS,"82,000",Autoshow,B,694,RWD,6.4,5.8,5.4,4.9,4.3,5.2,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,330,"3,296",Germany,3.2L Naturally-Aspirated I6,Front-Engined,6-speed Transmission, 50%/50%,343 bhp (256 kW), 269 lb⋅ft (365 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_056.jpg?v=1,2009 BMW M5,SUPER SALOONS,"90,000",Autoshow,A,719,RWD,7.1,5.9,5.1,4.9,4.4,4.9,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,500,"4,012",Germany,5.0L Naturally-Aspirated V10,Front-Engined,7-speed Transmission, 52%/48%,500 bhp (373 kW), 383 lb⋅ft (520 N·m),Common
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_057.jpg?v=1,2011 BMW 1 Series M Coupe,SUPER SALOONS,"55,000",Autoshow,A,712,RWD,6.4,5.9,5.2,5.4,4.5,4.8,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,335,"3,296",Germany,3.0L Twin-Turbocharged I6,Front-Engined,6-speed Transmission, 52%/48%,335 bhp (250 kW), 332 lb⋅ft (450 N·m),Rare
https://www.kudosprime.com/fh5/images/cars/side/fh5_car_058.jpg?v=1,2011 BMW X5 M,SPORTS UTILITY HEROES,"100,000",Autoshow,B,666,AWD,6.4,4.8,5.9,6.6,3.7,6.3,info_not_found,info_not_found,info_not_found,info_not_found,Wheelspin,info_not_found,547,"5,368",Germany,4.4L Twin-Turbocharged V8,Front-Engined,6-speed Transmission, 51%/49%,547 bhp (408 kW), 501 lb⋅ft (679 N·m),Common
